,Place,Year,median_age,n_pop_under_14,n_pop_under_18,n_pop_18-65,n_pop_65-85,n_pop_over_85,n_families,median_family_income,n_households,n_houses,n_occupied_houses,house_vacancy_rate,n_people_below_poverty,n_households_below_poverty,n_people_under_18_below_poverty,n_people_18-64_below_poverty,n_people_65_plus_below_poverty,n_population_native,n_population_non_native,n_population_white,n_population_black,n_population_asian,n_population_male,n_population_female,n_total_population(ACS),p_pop_under_14,p_pop_under_18,p_pop_18_65,p_pop_65_85,p_pop_over_85,p_families,p_households,p_occupied_houses,p_people_below_poverty,p_households_below_poverty,p_people_under_18_below_poverty,p_people_18_64_below_poverty,p_people_65_plus_below_poverty,p_population_native,p_population_non_native,p_population_white,p_population_black,p_population_asian,ratio_male_over_female
8859,Prudhoe Bay,2022,42.7,0,0,1923,63,0,,,0,0,0,,7.0,0.0,0.0,7.0,0.0,98,1888,1542,96,100,1494,492,1986,0.0,0.0,96.82779456193353,3.1722054380664653,0.0,,,,0.35246727089627394,,0.0,0.35246727089627394,0.0,4.934541792547835,95.06545820745217,77.64350453172206,4.833836858006042,5.0352467270896275,3.0365853658536586
8860,Quinhagak,2022,25.6,382,457,521,101,0,,,237,259,237,8.494208494208493,370.0,57.0,164.0,189.0,17.0,980,99,20,0,1,532,547,1079,35.403151065801666,42.35403151065802,48.28544949026877,9.360518999073216,0.0,,91.5057915057915,91.5057915057915,34.291010194624654,24.050632911392405,15.19925857275255,17.516218721037998,1.5755329008341055,90.82483781278961,9.175162187210379,1.8535681186283595,0.0,0.09267840593141798,0.9725776965265083
8861,Rampart,2022,33.4,19,19,8,14,0,,,17,29,17,41.37931034482759,23.0,4.0,15.0,8.0,0.0,22,19,0,0,0,20,21,41,46.34146341463415,46.34146341463415,19.51219512195122,34.146341463414636,0.0,,58.620689655172406,58.620689655172406,56.09756097560976,23.52941176470588,36.58536585365854,19.51219512195122,0.0,53.65853658536586,46.34146341463415,0.0,0.0,0.0,0.9523809523809523
8862,Red Devil,2022,,0,0,6,0,0,,,3,23,3,86.95652173913044,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,6,6,0.0,0.0,100.0,0.0,0.0,,13.043478260869565,13.043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
8863,Red Dog Mine,2022,,0,0,0,0,0,,,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
8864,Ridgeway,2022,42.8,656,826,1474,423,26,,,1021,1261,1021,19.032513877874703,110.0,25.0,0.0,43.0,67.0,91,2658,2349,0,29,1383,1366,2749,23.863222990178244,30.047289923608584,53.61949799927246,15.387413604947254,0.9457984721716988,,80.9674861221253,80.9674861221253,4.001455074572572,2.4485798237022527,0.0,1.5642051655147327,2.4372499090578392,3.310294652600946,96.68970534739906,85.44925427428156,0.0,1.054929065114587,1.0124450951683748
8865,Ruby,2022,27.8,55,58,87,45,4,,,70,120,70,41.66666666666667,43.0,8.0,15.0,18.0,10.0,156,38,27,0,0,106,88,194,28.350515463917525,29.896907216494846,44.84536082474227,23.195876288659793,2.0618556701030926,,58.333333333333336,58.333333333333336,22.164948453608247,11.428571428571429,7.731958762886598,9.278350515463918,5.154639175257731,80.41237113402062,19.587628865979383,13.917525773195877,0.0,0.0,1.2045454545454546
8866,Russian Mission,2022,24.4,20,20,18,13,0,,,11,17,11,35.294117647058826,21.0,3.0,8.0,13.0,0.0,30,21,0,0,0,18,33,51,39.21568627450981,39.21568627450981,35.294117647058826,25.49019607843137,0.0,,64.70588235294117,64.70588235294117,41.17647058823529,27.27272727272727,15.686274509803921,25.49019607843137,0.0,58.82352941176471,41.17647058823529,0.0,0.0,0.0,0.5454545454545454
8867,Salamatof,2022,40.6,101,131,898,143,17,,,298,381,298,21.784776902887142,112.0,15.0,26.0,73.0,13.0,188,1001,861,19,7,805,384,1189,8.494533221194281,11.01766190075694,75.52565180824222,12.026913372582001,1.4297729184188395,,78.21522309711287,78.21522309711287,9.419680403700589,5.033557046979865,2.1867115222876365,6.139613120269134,1.0933557611438183,15.81160639192599,84.18839360807401,72.41379310344827,1.59798149705635,0.5887300252312868,2.0963541666666665
8868,Salcha,2022,50.7,54,67,526,94,2,,,353,518,353,31.85328185328185,71.0,0.0,0.0,71.0,0.0,41,648,612,0,0,413,276,689,7.837445573294629,9.724238026124818,76.34252539912917,13.642960812772134,0.29027576197387517,,68.14671814671814,68.14671814671814,10.304789550072568,0.0,0.0,10.304789550072568,0.0,5.950653120464441,94.04934687953556,88.82438316400581,0.0,0.0,1.4963768115942029
8869,Sand Point,2022,48.3,92,125,745,178,0,,,341,396,341,13.88888888888889,93.0,15.0,17.0,76.0,0.0,419,629,135,29,216,580,468,1048,8.778625954198473,11.927480916030534,71.08778625954199,16.984732824427482,0.0,,86.11111111111111,86.11111111111111,8.874045801526718,4.398826979472141,1.6221374045801527,7.251908396946565,0.0,39.98091603053435,60.01908396946565,12.881679389312978,2.767175572519084,20.610687022900763,1.2393162393162394
8870,Savoonga,2022,24.8,237,300,453,62,8,,,165,193,165,14.507772020725387,278.0,60.0,118.0,137.0,23.0,782,41,38,3,0,462,361,823,28.797083839611176,36.452004860267316,55.04252733900364,7.533414337788578,0.9720534629404617,,85.49222797927462,85.49222797927462,33.77885783718105,36.36363636363637,14.33778857837181,16.646415552855405,2.7946537059538272,95.01822600243013,4.981773997569866,4.6172539489671935,0.3645200486026731,0.0,1.2797783933518005
8871,Saxman,2022,48.2,56,58,217,86,0,,,118,140,118,15.714285714285714,64.0,13.0,14.0,43.0,7.0,266,95,69,0,0,199,162,361,15.512465373961218,16.06648199445983,60.11080332409973,23.822714681440445,0.0,,84.28571428571429,84.28571428571429,17.72853185595568,11.016949152542372,3.8781163434903045,11.911357340720222,1.9390581717451523,73.68421052631578,26.31578947368421,19.113573407202217,0.0,0.0,1.228395061728395
8872,Scammon Bay,2022,21.2,210,236,241,29,0,,,126,137,126,8.02919708029197,245.0,41.0,121.0,115.0,9.0,496,10,1,0,0,281,225,506,41.50197628458498,46.6403162055336,47.62845849802372,5.7312252964426875,0.0,,91.97080291970804,91.97080291970804,48.418972332015805,32.53968253968254,23.91304347826087,22.727272727272727,1.7786561264822136,98.02371541501977,1.9762845849802373,0.1976284584980237,0.0,0.0,1.248888888888889
8873,Selawik,2022,21.9,216,251,274,32,0,,,120,160,120,25.0,230.0,33.0,129.0,98.0,3.0,498,59,32,3,0,316,241,557,38.77917414721723,45.062836624775585,49.19210053859964,5.745062836624776,0.0,,75.0,75.0,41.292639138240574,27.500000000000004,23.159784560143628,17.594254937163374,0.5385996409335727,89.40754039497307,10.59245960502693,5.745062836624776,0.5385996409335727,0.0,1.3112033195020747
8874,Seldovia Village,2022,53.2,25,29,124,50,6,,,90,204,90,55.88235294117647,25.0,4.0,0.0,22.0,3.0,84,125,92,0,0,103,106,209,11.961722488038278,13.875598086124402,59.33014354066985,23.923444976076556,2.8708133971291865,,44.11764705882353,44.11764705882353,11.961722488038278,4.444444444444445,0.0,10.526315789473683,1.4354066985645932,40.19138755980861,59.80861244019139,44.01913875598086,0.0,0.0,0.9716981132075472
8875,Seldovia,2022,58.3,27,39,85,58,0,,,88,189,88,53.43915343915344,4.0,2.0,0.0,0.0,4.0,6,176,142,0,0,92,90,182,14.835164835164836,21.428571428571427,46.7032967032967,31.868131868131865,0.0,,46.56084656084656,46.56084656084656,2.197802197802198,2.272727272727273,0.0,0.0,2.197802197802198,3.296703296703297,96.7032967032967,78.02197802197803,0.0,0.0,1.0222222222222221
8876,Seward,2022,43.8,492,574,1719,388,87,,,1017,1227,1017,17.114914425427873,138.0,0.0,0.0,61.0,77.0,347,2421,1956,83,45,1807,961,2768,17.77456647398844,20.73699421965318,62.10260115606936,14.017341040462428,3.143063583815029,,82.88508557457213,82.88508557457213,4.985549132947977,0.0,0.0,2.203757225433526,2.781791907514451,12.536127167630056,87.46387283236994,70.66473988439307,2.9985549132947975,1.625722543352601,1.8803329864724245
8877,Shageluk,2022,29.5,28,28,32,5,0,,,17,33,17,48.484848484848484,32.0,3.0,21.0,11.0,0.0,53,12,10,0,2,37,28,65,43.07692307692308,43.07692307692308,49.23076923076923,7.6923076923076925,0.0,,51.515151515151516,51.515151515151516,49.23076923076923,17.647058823529413,32.30769230769231,16.923076923076923,0.0,81.53846153846153,18.461538461538463,15.384615384615385,0.0,3.076923076923077,1.3214285714285714
8878,Shaktoolik,2022,28.4,110,128,157,27,0,,,74,88,74,15.909090909090908,39.0,7.0,9.0,30.0,0.0,308,4,4,0,0,157,155,312,35.256410256410255,41.02564102564102,50.32051282051282,8.653846153846153,0.0,,84.0909090909091,84.0909090909091,12.5,9.45945945945946,2.8846153846153846,9.615384615384617,0.0,98.71794871794873,1.282051282051282,1.282051282051282,0.0,0.0,1.0129032258064516
8879,Shishmaref,2022,30.2,178,213,300,53,2,,,150,167,150,10.179640718562874,179.0,35.0,82.0,90.0,7.0,534,34,12,0,12,331,237,568,31.338028169014088,37.5,52.816901408450704,9.330985915492958,0.35211267605633806,,89.82035928143712,89.82035928143712,31.514084507042256,23.333333333333332,14.43661971830986,15.845070422535212,1.232394366197183,94.01408450704226,5.985915492957746,2.112676056338028,0.0,2.112676056338028,1.3966244725738397
8880,Shungnak,2022,27.1,85,92,131,21,0,,,46,73,46,36.986301369863014,77.0,9.0,32.0,38.0,7.0,244,0,0,0,0,125,119,244,34.83606557377049,37.704918032786885,53.68852459016394,8.60655737704918,0.0,,63.013698630136986,63.013698630136986,31.557377049180328,19.565217391304348,13.114754098360656,15.573770491803279,2.8688524590163933,100.0,0.0,0.0,0.0,0.0,1.050420168067227
8881,Silver Springs,2022,55.8,11,13,87,6,0,,,45,62,45,27.419354838709676,0.0,0.0,0.0,0.0,0.0,0,106,96,0,0,64,42,106,10.377358490566039,12.264150943396226,82.0754716981132,5.660377358490567,0.0,,72.58064516129032,72.58064516129032,0.0,0.0,0.0,0.0,0.0,0.0,100.0,90.56603773584906,0.0,0.0,1.5238095238095237
8946,Skwentna,2022,60.1,7,7,39,17,0,,,36,406,36,91.13300492610837,39.0,12.0,7.0,32.0,0.0,0,63,63,0,0,33,30,63,11.11111111111111,11.11111111111111,61.904761904761905,26.984126984126984,0.0,,8.866995073891626,8.866995073891626,61.904761904761905,33.33333333333333,11.11111111111111,50.79365079365079,0.0,0.0,100.0,100.0,0.0,0.0,1.1
8947,Slana,2022,76.1,0,0,15,66,0,,,45,196,45,77.04081632653062,15.0,0.0,0.0,15.0,0.0,0,81,55,0,0,38,43,81,0.0,0.0,18.51851851851852,81.48148148148148,0.0,,22.95918367346939,22.95918367346939,18.51851851851852,0.0,0.0,18.51851851851852,0.0,0.0,100.0,67.90123456790124,0.0,0.0,0.8837209302325582
8948,Sleetmute,2022,27.5,21,24,43,6,0,,,25,45,25,44.44444444444444,20.0,5.0,10.0,10.0,0.0,65,8,4,0,0,36,37,73,28.767123287671232,32.87671232876712,58.9041095890411,8.21917808219178,0.0,,55.55555555555556,55.55555555555556,27.397260273972602,20.0,13.698630136986301,13.698630136986301,0.0,89.04109589041096,10.95890410958904,5.47945205479452,0.0,0.0,0.972972972972973
8949,Soldotna,2022,37.1,755,953,2682,638,121,,,1739,1973,1739,11.860111505321845,706.0,142.0,240.0,372.0,94.0,204,4190,3555,49,52,1930,2464,4394,17.18252162039144,21.688666363222573,61.03777878925808,14.519799726900317,2.753755120619026,,88.13988849467816,88.13988849467816,16.067364588074646,8.16561242093157,5.461993627674102,8.466090122894856,2.1392808375056895,4.642694583522986,95.35730541647702,80.90578060992262,1.1151570323167956,1.183431952662722,0.7832792207792207
8950,South Lakes,2022,32.8,1337,1647,4049,681,37,,,2249,2367,2249,4.985213350232361,613.0,171.0,240.0,334.0,39.0,303,6111,5339,86,68,3155,3259,6414,20.84502650452136,25.678203928905518,63.12753352042407,10.617399438727784,0.5768631119426255,,95.01478664976763,95.01478664976763,9.55721858434674,7.603379279679857,3.7418147801683816,5.207358902400998,0.608044901777362,4.724041159962582,95.27595884003742,83.23978796382913,1.3408169628936701,1.0601808543810414,0.9680883706658484
8951,South Naknek,2022,53.5,0,0,39,14,0,,,26,125,26,79.2,3.0,0.0,0.0,2.0,1.0,25,28,10,0,0,26,27,53,0.0,0.0,73.58490566037736,26.41509433962264,0.0,,20.8,20.8,5.660377358490567,0.0,0.0,3.7735849056603774,1.8867924528301887,47.16981132075472,52.83018867924528,18.867924528301888,0.0,0.0,0.9629629629629629
8952,South Van Horn,2022,37.7,130,156,238,84,0,,,173,197,173,12.18274111675127,12.0,0.0,0.0,12.0,0.0,39,439,381,0,0,260,218,478,27.19665271966527,32.63598326359833,49.7907949790795,17.573221757322173,0.0,,87.81725888324873,87.81725888324873,2.510460251046025,0.0,0.0,2.510460251046025,0.0,8.158995815899582,91.84100418410041,79.70711297071131,0.0,0.0,1.1926605504587156
8953,Saint George,2022,39.2,7,9,36,12,0,,,10,24,10,58.333333333333336,20.0,1.0,5.0,15.0,0.0,52,5,0,0,0,27,30,57,12.280701754385964,15.789473684210526,63.1578947368421,21.052631578947366,0.0,,41.66666666666667,41.66666666666667,35.08771929824561,10.0,8.771929824561402,26.31578947368421,0.0,91.22807017543859,8.771929824561402,0.0,0.0,0.0,0.9
8954,Saint Mary's,2022,24.6,320,365,561,57,9,,,264,309,264,14.563106796116504,284.0,42.0,117.0,149.0,18.0,914,78,16,0,0,502,490,992,32.25806451612903,36.79435483870967,56.55241935483871,5.745967741935484,0.9072580645161291,,85.43689320388349,85.43689320388349,28.62903225806452,15.909090909090908,11.794354838709678,15.020161290322582,1.8145161290322582,92.13709677419355,7.862903225806452,1.6129032258064515,0.0,0.0,1.0244897959183674
8955,Saint Michael,2022,19.7,113,140,153,15,0,,,65,83,65,21.686746987951807,66.0,17.0,19.0,47.0,0.0,300,8,0,0,0,180,128,308,36.688311688311686,45.45454545454545,49.67532467532468,4.870129870129871,0.0,,78.3132530120482,78.3132530120482,21.428571428571427,26.153846153846157,6.1688311688311686,15.259740259740258,0.0,97.40259740259741,2.5974025974025974,0.0,0.0,0.0,1.40625
8956,Saint Paul,2022,44.0,47,81,215,53,0,,,78,121,78,35.53719008264463,90.0,6.0,9.0,81.0,0.0,274,75,38,6,3,257,92,349,13.46704871060172,23.20916905444126,61.60458452722063,15.18624641833811,0.0,,64.46280991735537,64.46280991735537,25.787965616045845,7.6923076923076925,2.5787965616045847,23.20916905444126,0.0,78.51002865329512,21.48997134670487,10.888252148997136,1.7191977077363898,0.8595988538681949,2.7934782608695654
8957,Stebbins,2022,27.5,217,246,351,57,0,,,164,178,164,7.865168539325842,182.0,37.0,74.0,97.0,11.0,572,82,37,29,3,334,320,654,33.18042813455658,37.61467889908257,53.669724770642205,8.715596330275229,0.0,,92.13483146067416,92.13483146067416,27.82874617737003,22.5609756097561,11.314984709480122,14.831804281345565,1.6819571865443423,87.46177370030581,12.538226299694188,5.657492354740061,4.434250764525994,0.45871559633027525,1.04375
8958,Steele Creek,2022,39.1,920,1251,4547,716,28,,,2244,2618,2244,14.285714285714285,71.0,0.0,24.0,47.0,0.0,377,6165,5363,93,76,3458,3084,6542,14.062977682665851,19.12259247936411,69.50473861204524,10.944665239987772,0.42800366860287375,,85.71428571428571,85.71428571428571,1.08529501681443,0.0,0.36686028737389176,0.7184347294405381,0.0,5.76276368083155,94.23723631916845,81.97798838275757,1.4215836135738307,1.1617242433506572,1.1212710765239948
8959,Sterling,2022,47.6,910,1169,3712,1361,65,,,2622,3849,2622,31.878409976617306,620.0,76.0,236.0,236.0,148.0,208,6099,5674,0,63,3329,2978,6307,14.428412874583795,18.53496115427303,58.85524020929126,21.57919771682258,1.0306009196131283,,68.1215900233827,68.1215900233827,9.830347233232915,2.898550724637681,3.74187410813382,3.74187410813382,2.3465990169652766,3.2979229427620105,96.70207705723799,89.96353258284446,0.0,0.9988901220865706,1.117864338482203
8960,Stevens Village,2022,52.5,0,0,9,0,0,,,3,41,3,92.6829268292683,3.0,0.0,0.0,3.0,0.0,9,0,0,0,0,6,3,9,0.0,0.0,100.0,0.0,0.0,,7.317073170731707,7.317073170731707,33.33333333333333,0.0,0.0,33.33333333333333,0.0,100.0,0.0,0.0,0.0,0.0,2.0
8961,Stony River,2022,26.1,20,20,19,2,0,,,10,23,10,56.52173913043478,14.0,2.0,10.0,4.0,0.0,35,6,0,6,0,24,17,41,48.78048780487805,48.78048780487805,46.34146341463415,4.878048780487805,0.0,,43.47826086956522,43.47826086956522,34.146341463414636,20.0,24.390243902439025,9.75609756097561,0.0,85.36585365853658,14.634146341463413,0.0,14.634146341463413,0.0,1.411764705882353
8962,Sunrise,2022,,0,0,0,14,0,,,14,23,14,39.130434782608695,0.0,0.0,0.0,0.0,0.0,0,14,14,0,0,14,0,14,0.0,0.0,0.0,100.0,0.0,,60.86956521739131,60.86956521739131,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,inf
8963,Susitna,2022,,0,0,0,0,0,,,0,176,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0,,,,,,,,,,,
8964,Susitna North,2022,44.2,259,297,966,280,0,,,667,1466,667,54.50204638472032,241.0,37.0,45.0,185.0,11.0,41,1502,1299,0,0,833,710,1543,16.785482825664293,19.248217757615034,62.605314322747894,18.14646791963707,0.0,,45.49795361527968,45.49795361527968,15.61892417368762,5.547226386806597,2.916396629941672,11.989630589760207,0.712896953985742,2.657161373946857,97.34283862605314,84.18664938431627,0.0,0.0,1.1732394366197183
8965,Sutton-Alpine,2022,40.5,154,177,959,181,6,,,368,492,368,25.203252032520325,55.0,5.0,25.0,25.0,5.0,289,1034,860,8,24,892,431,1323,11.64021164021164,13.378684807256235,72.4867724867725,13.681027966742251,0.45351473922902497,,74.79674796747967,74.79674796747967,4.157218442932729,1.358695652173913,1.889644746787604,1.889644746787604,0.3779289493575208,21.8442932728647,78.1557067271353,65.00377928949358,0.6046863189720333,1.8140589569160999,2.0696055684454757
8966,Takotna,2022,11.5,35,35,21,2,0,,,11,20,11,45.0,36.0,6.0,26.0,10.0,0.0,3,55,25,0,0,20,38,58,60.3448275862069,60.3448275862069,36.206896551724135,3.4482758620689653,0.0,,55.00000000000001,55.00000000000001,62.06896551724138,54.54545454545454,44.827586206896555,17.24137931034483,0.0,5.172413793103448,94.82758620689656,43.103448275862064,0.0,0.0,0.5263157894736842
8967,Talkeetna,2022,41.5,302,363,558,123,0,,,408,834,408,51.07913669064749,105.0,29.0,0.0,96.0,9.0,1,1043,1029,11,3,499,545,1044,28.9272030651341,34.770114942528735,53.44827586206896,11.781609195402298,0.0,,48.92086330935252,48.92086330935252,10.057471264367816,7.107843137254902,0.0,9.195402298850574,0.8620689655172413,0.09578544061302681,99.90421455938697,98.5632183908046,1.053639846743295,0.28735632183908044,0.9155963302752294
8968,Tanacross,2022,32.3,29,35,89,11,1,,,28,61,28,54.09836065573771,17.0,2.0,0.0,17.0,0.0,117,19,4,9,0,77,59,136,21.323529411764707,25.735294117647058,65.44117647058823,8.088235294117647,0.7352941176470588,,45.90163934426229,45.90163934426229,12.5,7.142857142857142,0.0,12.5,0.0,86.02941176470588,13.970588235294118,2.941176470588235,6.61764705882353,0.0,1.305084745762712
8969,Tanaina,2022,34.9,2158,2556,6301,807,18,,,3338,3591,3338,7.045391255917571,1031.0,245.0,359.0,658.0,14.0,581,9101,7795,13,147,5050,4632,9682,22.28878330923363,26.399504234662256,65.07952902292915,8.335054740756043,0.18591200165255115,,92.95460874408242,92.95460874408242,10.64862631687668,7.339724385859796,3.7079115885147695,6.796116504854369,0.14459822350753976,6.0008262755629005,93.9991737244371,80.51022516009088,0.13426977897128692,1.5182813468291676,1.0902417962003454
8970,Tanana,2022,37.3,58,61,111,39,3,,,81,156,81,48.07692307692308,35.0,9.0,11.0,22.0,2.0,181,33,21,0,0,114,100,214,27.102803738317753,28.504672897196258,51.86915887850467,18.22429906542056,1.4018691588785046,,51.92307692307693,51.92307692307693,16.355140186915886,11.11111111111111,5.14018691588785,10.2803738317757,0.9345794392523363,84.57943925233646,15.42056074766355,9.813084112149532,0.0,0.0,1.14
8971,Tatitlek,2022,48.3,5,5,24,11,0,,,17,69,17,75.36231884057972,7.0,2.0,5.0,2.0,0.0,36,4,4,0,0,16,24,40,12.5,12.5,60.0,27.500000000000004,0.0,,24.637681159420293,24.637681159420293,17.5,11.76470588235294,12.5,5.0,0.0,90.0,10.0,10.0,0.0,0.0,0.6666666666666666
8972,Tazlina,2022,40.5,129,153,246,40,0,,,163,213,163,23.474178403755868,55.0,13.0,39.0,13.0,3.0,153,286,189,0,11,218,221,439,29.38496583143508,34.851936218678816,56.03644646924829,9.111617312072893,0.0,,76.52582159624414,76.52582159624414,12.52847380410023,7.975460122699387,8.88382687927107,2.9612756264236904,0.683371298405467,34.851936218678816,65.14806378132118,43.052391799544424,0.0,2.5056947608200453,0.9864253393665159
8973,Teller,2022,28.9,63,92,140,47,0,,,89,113,89,21.238938053097346,96.0,25.0,26.0,34.0,36.0,275,4,1,3,0,146,133,279,22.58064516129032,32.97491039426524,50.179211469534046,16.845878136200717,0.0,,78.76106194690266,78.76106194690266,34.40860215053764,28.08988764044944,9.31899641577061,12.186379928315413,12.903225806451612,98.56630824372759,1.4336917562724014,0.35842293906810035,1.0752688172043012,0.0,1.0977443609022557
8974,Tenakee Springs,2022,64.0,9,9,69,51,7,,,98,222,98,55.85585585585585,20.0,0.0,0.0,18.0,2.0,0,136,130,0,0,74,62,136,6.61764705882353,6.61764705882353,50.73529411764706,37.5,5.147058823529411,,44.14414414414414,44.14414414414414,14.705882352941178,0.0,0.0,13.23529411764706,1.4705882352941175,0.0,100.0,95.58823529411765,0.0,0.0,1.1935483870967742
8975,Tetlin,2022,25.6,72,78,98,24,1,,,53,73,53,27.397260273972602,73.0,8.0,39.0,28.0,6.0,201,0,0,0,0,146,55,201,35.82089552238806,38.80597014925373,48.756218905472636,11.940298507462686,0.4975124378109453,,72.6027397260274,72.6027397260274,36.318407960199,15.09433962264151,19.402985074626866,13.930348258706468,2.9850746268656714,100.0,0.0,0.0,0.0,0.0,2.6545454545454548
8976,Thorne Bay,2022,53.4,77,96,279,107,0,,,227,330,227,31.212121212121215,36.0,14.0,2.0,34.0,0.0,9,473,441,0,0,249,233,482,15.975103734439832,19.91701244813278,57.8838174273859,22.199170124481327,0.0,,68.78787878787878,68.78787878787878,7.468879668049793,6.167400881057269,0.4149377593360996,7.053941908713693,0.0,1.8672199170124482,98.13278008298755,91.49377593360995,0.0,0.0,1.0686695278969958
8977,Togiak,2022,30.5,213,247,438,149,8,,,238,294,238,19.047619047619047,135.0,45.0,30.0,101.0,4.0,710,132,91,1,12,483,359,842,25.29691211401425,29.334916864608076,52.01900237529691,17.695961995249405,0.9501187648456058,,80.95238095238095,80.95238095238095,16.033254156769598,18.907563025210084,3.5629453681710213,11.995249406175772,0.4750593824228029,84.32304038004752,15.676959619952493,10.807600950118765,0.11876484560570072,1.4251781472684086,1.3454038997214484
8978,Tok,2022,46.7,194,194,883,222,53,,,567,766,567,25.979112271540473,283.0,73.0,42.0,231.0,10.0,207,1145,1044,0,12,711,641,1352,14.349112426035504,14.349112426035504,65.31065088757396,16.420118343195266,3.920118343195266,,74.02088772845953,74.02088772845953,20.93195266272189,12.874779541446207,3.106508875739645,17.085798816568047,0.7396449704142012,15.310650887573965,84.68934911242604,77.2189349112426,0.0,0.8875739644970414,1.109204368174727
